Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
U82,2329497-2,TE_2329497-2,48.675,-43.615,180,top
U83,2329497-2,TE_2329497-2,48.675,-42.405001,180,top
U84,2329497-2,TE_2329497-2,48.675,-41.195,180,top
U85,2329497-2,TE_2329497-2,48.675,-39.985,180,top
U86,2329497-2,TE_2329497-2,48.675,-38.775,180,top
U87,2329497-2,TE_2329497-2,48.675,-37.565,180,top
U88,2329497-2,TE_2329497-2,48.675,-36.355,180,top
U89,2329497-2,TE_2329497-2,48.675,-35.145,180,top
U90,2329497-2,TE_2329497-2,48.675,-33.935,180,top
U91,2329497-2,TE_2329497-2,48.675,-32.725001,180,top
U92,2329497-2,TE_2329497-2,48.675,-31.515,180,top
U93,2329497-2,TE_2329497-2,48.675,-30.305,180,top
U94,2329497-2,TE_2329497-2,48.675,-29.095,180,top
U95,2329497-2,TE_2329497-2,48.675,-27.885,180,top
U96,2329497-2,TE_2329497-2,48.675,-26.675,180,top
U97,2329497-2,TE_2329497-2,48.675,-25.465001,180,top
U98,2329497-2,TE_2329497-2,48.675,-24.255,180,top
U99,2329497-2,TE_2329497-2,48.675,-23.045,180,top
U100,2329497-2,TE_2329497-2,48.675,-21.835,180,top
U101,2329497-2,TE_2329497-2,88.605,-21.835,0,top
U102,2329497-2,TE_2329497-2,88.605,-23.045,0,top
U103,2329497-2,TE_2329497-2,88.605,-24.255,0,top
U104,2329497-2,TE_2329497-2,88.605,-25.465,0,top
U105,2329497-2,TE_2329497-2,88.605,-26.675,0,top
U106,2329497-2,TE_2329497-2,88.605,-27.885,0,top
U107,2329497-2,TE_2329497-2,88.605,-29.095,0,top
U108,2329497-2,TE_2329497-2,88.605,-30.304999,0,top
U109,2329497-2,TE_2329497-2,88.605,-31.515,0,top
U110,2329497-2,TE_2329497-2,88.605,-32.725,0,top
U111,2329497-2,TE_2329497-2,88.605,-33.935,0,top
U112,2329497-2,TE_2329497-2,88.605,-35.144999,0,top
U113,2329497-2,TE_2329497-2,88.605,-36.355,0,top
U114,2329497-2,TE_2329497-2,88.605,-37.565,0,top
U115,2329497-2,TE_2329497-2,88.605,-38.774999,0,top
U116,2329497-2,TE_2329497-2,88.605,-39.985,0,top
U117,2329497-2,TE_2329497-2,88.605,-41.195,0,top
U118,2329497-2,TE_2329497-2,88.605,-42.405,0,top
U119,2329497-2,TE_2329497-2,88.605,-43.615,0,top
U120,2329497-2,TE_2329497-2,88.605,-44.825,0,top
U121,2329497-2,TE_2329497-2,88.605,-46.035,0,top
U122,2329497-2,TE_2329497-2,88.605,-47.245,0,top
U123,2329497-2,TE_2329497-2,88.605,-48.454999,0,top
U124,2329497-2,TE_2329497-2,88.605,-49.665,0,top
U125,2329497-2,TE_2329497-2,88.605,-50.875,0,top
U126,2329497-2,TE_2329497-2,88.605,-52.085,0,top
U127,2329497-2,TE_2329497-2,88.605,-53.295,0,top
U128,2329497-2,TE_2329497-2,88.605,-54.505,0,top
U129,2329497-2,TE_2329497-2,88.605,-55.714999,0,top
U130,2329497-2,TE_2329497-2,88.605,-56.925,0,top
U131,2329497-2,TE_2329497-2,88.605,-58.135,0,top
U132,2329497-2,TE_2329497-2,88.605,-59.345,0,top
U134,2329497-2,TE_2329497-2,54.035,-59.345,90,top
U135,2329497-2,TE_2329497-2,55.245,-59.345,90,top
U136,2329497-2,TE_2329497-2,56.455,-59.345,90,top
U137,2329497-2,TE_2329497-2,57.665,-59.345,90,top
U138,2329497-2,TE_2329497-2,58.875,-59.345,90,top
U139,2329497-2,TE_2329497-2,60.085,-59.345,90,top
U140,2329497-2,TE_2329497-2,61.294999,-59.345,90,top
U141,2329497-2,TE_2329497-2,62.505,-59.345,90,top
U142,2329497-2,TE_2329497-2,63.715,-59.345,90,top
U143,2329497-2,TE_2329497-2,64.925,-59.345,90,top
U144,2329497-2,TE_2329497-2,66.134999,-59.345,90,top
U145,2329497-2,TE_2329497-2,67.345,-59.345,90,top
U146,2329497-2,TE_2329497-2,68.555,-59.345,90,top
U147,2329497-2,TE_2329497-2,69.764999,-59.345,90,top
U148,2329497-2,TE_2329497-2,70.975,-59.345,90,top
U149,2329497-2,TE_2329497-2,72.185,-59.345,90,top
U150,2329497-2,TE_2329497-2,73.395,-59.345,90,top
U151,2329497-2,TE_2329497-2,74.605,-59.345,90,top
U152,2329497-2,TE_2329497-2,75.815,-59.345,90,top
U153,2329497-2,TE_2329497-2,77.025,-59.345,90,top
U154,2329497-2,TE_2329497-2,78.235,-59.345,90,top
U155,2329497-2,TE_2329497-2,79.444999,-59.345,90,top
U156,2329497-2,TE_2329497-2,80.655,-59.345,90,top
U157,2329497-2,TE_2329497-2,81.865,-59.345,90,top
U158,2329497-2,TE_2329497-2,83.075,-59.345,90,top
U159,2329497-2,TE_2329497-2,84.285,-59.345,90,top
U160,2329497-2,TE_2329497-2,85.495,-59.345,90,top
U161,2329497-2,TE_2329497-2,86.704999,-59.345,90,top
U163,2329497-2,TE_2329497-2,83.244999,-21.835,-90,top
U164,2329497-2,TE_2329497-2,82.034999,-21.835,-90,top
U165,2329497-2,TE_2329497-2,80.824999,-21.835,-90,top
U166,2329497-2,TE_2329497-2,79.614999,-21.835,-90,top
U167,2329497-2,TE_2329497-2,78.404999,-21.835,-90,top
U168,2329497-2,TE_2329497-2,77.194999,-21.835,-90,top
U169,2329497-2,TE_2329497-2,75.985,-21.835,-90,top
U170,2329497-2,TE_2329497-2,74.774999,-21.835,-90,top
U171,2329497-2,TE_2329497-2,73.564999,-21.835,-90,top
U172,2329497-2,TE_2329497-2,72.354999,-21.835,-90,top
U173,2329497-2,TE_2329497-2,71.145,-21.835,-90,top
U174,2329497-2,TE_2329497-2,69.934999,-21.835,-90,top
U175,2329497-2,TE_2329497-2,68.724999,-21.835,-90,top
U176,2329497-2,TE_2329497-2,67.515,-21.835,-90,top
U177,2329497-2,TE_2329497-2,66.304999,-21.835,-90,top
U178,2329497-2,TE_2329497-2,65.094999,-21.835,-90,top
U179,2329497-2,TE_2329497-2,63.884999,-21.835,-90,top
U180,2329497-2,TE_2329497-2,62.674999,-21.835,-90,top
U181,2329497-2,TE_2329497-2,61.464999,-21.835,-90,top
U182,2329497-2,TE_2329497-2,60.254999,-21.835,-90,top
U183,2329497-2,TE_2329497-2,59.044999,-21.835,-90,top
U184,2329497-2,TE_2329497-2,57.835,-21.835,-90,top
U185,2329497-2,TE_2329497-2,56.624999,-21.835,-90,top
U186,2329497-2,TE_2329497-2,55.414999,-21.835,-90,top
U187,2329497-2,TE_2329497-2,54.204999,-21.835,-90,top
U188,2329497-2,TE_2329497-2,52.994999,-21.835,-90,top
U189,2329497-2,TE_2329497-2,51.784999,-21.835,-90,top
U190,2329497-2,TE_2329497-2,50.575,-21.835,-90,top
U192,2329497-2,TE_2329497-2,87.395,-55.194999,180,top
U193,2329497-2,TE_2329497-2,87.395,-53.984999,180,top
U194,2329497-2,TE_2329497-2,87.395,-52.774999,180,top
U195,2329497-2,TE_2329497-2,87.395,-51.564999,180,top
U196,2329497-2,TE_2329497-2,87.395,-50.354999,180,top
U197,2329497-2,TE_2329497-2,87.395,-49.144999,180,top
U198,2329497-2,TE_2329497-2,87.395,-47.935,180,top
U199,2329497-2,TE_2329497-2,87.395,-46.724999,180,top
U200,2329497-2,TE_2329497-2,87.395,-45.514999,180,top
U201,2329497-2,TE_2329497-2,87.395,-44.304999,180,top
U202,2329497-2,TE_2329497-2,87.395,-43.095,180,top
U203,2329497-2,TE_2329497-2,87.395,-41.884999,180,top
U204,2329497-2,TE_2329497-2,87.395,-40.674999,180,top
U205,2329497-2,TE_2329497-2,87.395,-39.465,180,top
U206,2329497-2,TE_2329497-2,87.395,-38.254999,180,top
U207,2329497-2,TE_2329497-2,87.395,-37.044999,180,top
U208,2329497-2,TE_2329497-2,87.395,-35.834999,180,top
U209,2329497-2,TE_2329497-2,87.395,-34.624999,180,top
U210,2329497-2,TE_2329497-2,87.395,-33.414999,180,top
U211,2329497-2,TE_2329497-2,87.395,-32.204999,180,top
U212,2329497-2,TE_2329497-2,87.395,-30.994999,180,top
U213,2329497-2,TE_2329497-2,87.395,-29.785,180,top
U214,2329497-2,TE_2329497-2,87.395,-28.574999,180,top
U215,2329497-2,TE_2329497-2,87.395,-27.364999,180,top
U216,2329497-2,TE_2329497-2,87.395,-26.154999,180,top
U217,2329497-2,TE_2329497-2,87.395,-24.944999,180,top
U218,2329497-2,TE_2329497-2,87.395,-23.734999,180,top
U219,2329497-2,TE_2329497-2,87.395,-22.525,180,top
U221,2329497-2,TE_2329497-2,49.885,-25.985,0,top
U222,2329497-2,TE_2329497-2,49.885,-27.195,0,top
U223,2329497-2,TE_2329497-2,49.885,-28.405,0,top
U224,2329497-2,TE_2329497-2,49.885,-29.615,0,top
U225,2329497-2,TE_2329497-2,49.885,-30.825,0,top
U226,2329497-2,TE_2329497-2,49.885,-32.035,0,top
U227,2329497-2,TE_2329497-2,49.885,-33.244999,0,top
U228,2329497-2,TE_2329497-2,49.885,-34.455,0,top
U229,2329497-2,TE_2329497-2,49.885,-35.665,0,top
U230,2329497-2,TE_2329497-2,49.885,-36.875,0,top
U231,2329497-2,TE_2329497-2,49.885,-38.084999,0,top
U232,2329497-2,TE_2329497-2,49.885,-39.295,0,top
U233,2329497-2,TE_2329497-2,49.885,-40.505,0,top
U234,2329497-2,TE_2329497-2,49.885,-41.714999,0,top
U235,2329497-2,TE_2329497-2,49.885,-42.925,0,top
U236,2329497-2,TE_2329497-2,49.885,-44.135,0,top
U237,2329497-2,TE_2329497-2,49.885,-45.345,0,top
U238,2329497-2,TE_2329497-2,49.885,-46.555,0,top
U239,2329497-2,TE_2329497-2,49.885,-47.765,0,top
U240,2329497-2,TE_2329497-2,49.885,-48.975,0,top
U241,2329497-2,TE_2329497-2,49.885,-50.185,0,top
U242,2329497-2,TE_2329497-2,49.885,-51.394999,0,top
U243,2329497-2,TE_2329497-2,49.885,-52.605,0,top
U244,2329497-2,TE_2329497-2,49.885,-53.815,0,top
U245,2329497-2,TE_2329497-2,49.885,-55.025,0,top
U246,2329497-2,TE_2329497-2,49.885,-56.235,0,top
U247,2329497-2,TE_2329497-2,49.885,-57.445,0,top
U248,2329497-2,TE_2329497-2,49.885,-58.654999,0,top
U249,2329497-2,TE_2329497-2,53.085,-25.035,-45,top
U250,2329497-2,TE_2329497-2,84.194999,-25.035,-135,top
U251,2329497-2,TE_2329497-2,53.085,-56.145,45,top
U252,2329497-2,TE_2329497-2,84.194999,-56.145,135,top
